fault_line_distance,slope_degree,elevation,soil_type,green_area_coverage,water_proximity,disaster_risk_index,biodiversity_index,protected_area_proximity,air_quality_index,noise_pollution_potential,transport_accessibility,infrastructure_availability,zoning_compliance,poi_density,socioeconomic_score
76744,31.68,3735,loamy,0.95,2005.48,0.69,1.06,28303.83,50,0.4,0.69,True,True,3746,91.16
1041,26.96,1930,sandy,0.05,14.94,0.91,2.1,10092.5,343,0.3,0.17,False,True,741,94.64
12657,22.35,2181,sandy,0.05,3856.97,0.35,2.35,16179.48,379,0.16,0.09,True,True,3136,57.16
92800,13.24,1827,loamy,0.11,954.55,0.52,8.95,28779.74,28,0.91,0.79,True,False,3983,93.17
78491,35.53,1491,sandy,0.43,2208.26,0.03,0.29,40.4,418,0.98,0.08,False,False,3430,99.75
56892,5.88,343,loamy,0.48,143.54,0.38,8.04,7307.95,217,0.15,0.26,False,False,2116,95.09
38348,8.84,1400,loamy,0.23,3966.15,0.27,7.25,28897.44,420,0.67,0.79,False,False,494,40.4
11151,19.36,1500,clayey,0.27,845.0,0.92,5.22,5734.26,92,0.18,0.83,False,False,885,65.2
14704,29.67,3924,loamy,0.24,1759.1,0.26,8.58,17688.59,115,0.05,0.72,False,False,4301,38.2
9605,20.57,991,clayey,0.28,2623.98,0.35,4.6,28836.77,381,0.27,0.89,False,False,246,94.8
19846,15.66,1464,sandy,0.17,4837.88,0.71,5.7,82.02,67,0.68,0.43,False,True,3752,56.98
70943,29.84,1524,clayey,0.47,1595.95,0.34,3.95,26796.32,316,0.12,0.8,False,True,131,50.35
41816,2.15,2612,clayey,0.49,3002.92,0.64,4.43,6583.73,313,0.16,0.8,False,False,4759,25.32
60693,6.9,2746,loamy,0.39,3989.75,0.5,7.68,16456.06,88,0.6,0.84,False,True,2184,32.34
24215,25.94,75,clayey,0.34,2336.87,0.94,2.57,11397.44,232,0.46,0.71,True,True,2798,13.9
63049,32.68,1227,sandy,0.56,2412.96,0.46,6.06,19023.3,281,0.16,0.83,False,False,4049,36.79
67054,16.3,2165,sandy,0.85,2828.86,0.37,5.86,13559.72,383,0.82,0.09,True,False,3550,0.81
34971,26.07,1123,sandy,0.65,931.94,0.54,7.37,25763.72,455,0.26,0.56,False,True,3306,56.97
64266,18.17,3810,sandy,0.33,4293.47,0.75,3.97,16073.41,100,0.2,0.87,True,False,522,38.9
50661,38.66,1873,loamy,0.46,3337.05,0.94,2.24,19354.61,121,0.32,0.56,True,True,4831,20.2
20967,0.99,1580,sandy,0.87,1285.92,0.96,7.47,8508.27,211,0.64,0.61,False,False,3445,40.36
53471,32.43,3838,loamy,0.33,607.36,0.92,5.12,20804.38,7,0.14,0.58,False,False,4136,73.44
90884,20.05,345,loamy,0.07,1051.62,0.72,5.05,21298.0,267,0.37,0.33,True,True,3104,97.54
2567,17.3,2583,sandy,0.57,2949.22,0.65,6.43,25892.23,99,0.04,0.2,True,False,2150,70.93
29731,14.91,451,loamy,0.08,4032.49,0.77,2.97,11243.84,441,0.66,0.95,False,True,4741,38.79
84034,28.0,1921,clayey,0.62,3601.0,0.1,9.65,22868.95,206,0.43,0.54,True,True,1127,9.32
56533,24.01,1205,clayey,0.39,1048.48,0.4,8.39,17313.39,453,0.57,0.38,True,False,4790,57.46
52602,12.03,912,loamy,0.86,3572.84,0.89,3.37,24995.75,467,0.35,0.05,True,False,1339,15.15
74250,18.44,1598,clayey,0.7,2215.66,0.39,0.3,20442.31,438,0.18,0.52,False,False,4193,64.51
57883,24.92,990,sandy,0.05,2494.77,0.85,1.8,22757.69,237,0.67,0.77,False,True,1677,8.89
64827,31.14,2520,clayey,0.29,1631.9,0.08,6.18,11322.5,307,0.93,0.64,True,False,2693,61.11
46243,32.16,711,loamy,0.28,348.32,0.17,3.06,14710.93,446,0.61,0.0,True,True,3170,6.87
16950,6.51,668,clayey,0.27,1219.73,0.86,9.2,2145.94,395,0.85,0.98,True,True,1279,93.76
61300,2.72,3287,loamy,0.65,696.93,0.35,3.9,28041.6,415,0.89,0.38,True,False,1429,62.89
55090,36.46,303,clayey,0.69,1800.74,0.95,9.6,26019.62,447,0.56,0.69,False,True,3270,67.74
86443,37.08,98,clayey,0.81,1565.82,0.45,7.85,23793.62,137,0.72,0.87,False,True,3488,23.19
23265,12.67,2224,clayey,0.92,3564.74,0.85,4.1,19517.52,314,0.77,0.04,False,False,4404,27.9
26808,20.58,178,loamy,0.92,3660.93,0.01,0.31,20276.51,397,0.79,0.09,True,True,970,87.27
24267,21.57,3764,loamy,0.1,1277.75,0.18,0.5,26255.49,125,0.22,0.52,True,False,934,59.76
64923,11.84,3217,sandy,0.01,3134.57,0.77,7.93,10025.94,34,0.01,0.37,False,True,1598,41.65
64368,19.87,2334,loamy,0.02,1400.19,0.8,6.44,27356.99,200,0.28,0.57,True,True,1512,10.78
12476,9.51,2229,clayey,0.89,69.08,0.64,5.76,21679.44,397,0.6,0.29,False,True,1314,92.0
52266,0.18,1215,clayey,0.92,1444.66,0.82,3.62,1353.37,47,0.84,0.46,True,False,4449,30.57
66336,28.14,563,loamy,0.89,2040.87,0.69,1.07,6879.44,183,0.26,0.42,False,False,4901,59.43
35016,31.69,759,clayey,0.74,683.3,0.35,7.58,28145.06,432,0.31,0.43,True,True,1817,20.08
82306,11.73,3140,sandy,0.79,1389.05,0.99,4.73,20376.07,43,0.75,1.0,True,True,1555,70.51
79795,12.93,1794,loamy,0.98,632.3,0.76,2.59,16396.08,305,0.93,0.68,True,False,1455,76.93
87,13.21,2844,sandy,0.24,1632.98,0.57,6.96,16598.44,238,0.72,0.66,False,True,2158,15.8
94103,1.15,3134,clayey,0.5,4271.86,0.48,4.1,15162.02,314,0.97,0.51,False,False,3408,58.79
27857,8.18,1625,clayey,0.32,898.01,0.41,4.95,8722.61,269,0.72,0.99,False,True,4854,30.72
45202,31.8,1421,clayey,0.48,3634.65,0.48,1.3,12688.65,104,0.29,0.12,True,True,525,51.3
50922,10.92,1752,clayey,0.09,2033.71,0.33,2.94,14498.18,130,0.7,0.21,False,False,853,54.19
50968,32.94,1805,loamy,0.16,600.97,0.08,8.9,1781.97,476,0.49,0.46,False,True,3473,26.78
34164,4.93,2373,sandy,0.59,3987.03,0.6,0.36,18367.01,112,0.11,0.29,True,False,79,77.64
55864,28.69,320,sandy,0.74,3212.38,0.89,2.21,16957.0,495,0.99,0.62,True,True,2647,70.83
10996,12.38,1003,loamy,0.25,3997.01,0.95,5.3,21208.52,87,0.24,0.91,True,True,4358,56.84
19,11.65,3115,clayey,0.97,3009.95,0.83,2.94,24876.48,319,0.88,0.32,True,False,1326,13.05
95548,9.47,982,sandy,0.12,1646.37,0.4,1.26,14962.58,149,0.72,0.46,False,True,4924,20.77
70856,15.2,974,clayey,0.65,4531.2,0.94,5.85,3512.31,43,0.78,0.87,True,True,3103,6.34
65015,12.74,3306,clayey,0.56,806.29,0.74,5.51,16416.56,414,0.18,0.66,True,True,4125,42.75
31221,22.22,1630,loamy,0.3,1584.55,0.92,4.68,20947.68,218,0.7,0.25,True,True,1343,65.5
83628,4.83,-35,loamy,0.76,3140.11,0.12,5.65,20973.58,20,0.11,0.25,True,False,0,21.73
20277,12.79,1169,sandy,0.66,1026.9,0.91,0.96,20012.84,202,0.0,0.42,True,True,3865,26.9
87127,24.75,554,clayey,0.64,4873.79,0.03,3.4,23327.71,376,0.66,0.26,False,False,2023,64.55
21105,34.26,3531,loamy,1.0,2440.91,0.59,5.48,21304.64,268,0.11,0.69,False,True,4846,12.53
70523,7.08,3935,loamy,0.12,2568.23,0.09,6.38,218.67,293,0.2,0.21,False,False,4011,76.21
47401,35.4,41,clayey,0.83,4998.3,0.98,9.79,24028.22,0,0.01,0.46,False,True,392,63.22
51880,32.92,2337,sandy,0.33,671.77,0.41,2.82,13800.65,343,0.2,0.49,False,True,3130,69.96
71552,30.11,997,sandy,0.13,2786.24,0.32,3.12,4326.83,387,0.66,0.47,True,False,1581,54.72
916,13.62,694,clayey,0.19,1202.15,0.94,9.2,7223.34,169,0.2,0.71,False,False,2874,47.22
69924,2.66,460,sandy,0.53,3136.29,0.17,9.21,8353.1,250,0.24,0.48,False,False,2828,82.11
87757,3.26,260,loamy,0.53,4794.99,0.17,9.66,13745.02,395,0.91,0.42,False,True,4212,94.58
81277,22.23,823,clayey,0.19,1865.09,0.81,1.05,17042.76,488,0.94,0.45,False,True,4439,46.69
24407,28.69,2245,clayey,0.97,4730.57,0.86,9.99,14248.68,255,0.19,0.9,False,False,3067,7.58
6552,1.72,1404,clayey,0.01,2352.66,0.83,1.43,11109.63,265,0.65,0.05,True,True,1693,95.47
44097,26.27,2535,clayey,0.97,4234.42,0.96,7.19,2766.22,312,0.4,0.5,False,False,1055,46.32
5807,5.25,3387,loamy,0.04,4151.24,0.77,9.15,14182.26,173,0.9,0.44,False,True,645,45.53
77282,22.03,3991,loamy,0.07,2148.19,0.57,0.62,17104.0,330,0.2,0.61,True,False,4929,19.73
34516,4.65,2889,loamy,0.65,2512.25,0.95,8.69,8705.26,360,0.49,0.01,True,True,2624,44.26
62127,31.83,3014,sandy,0.17,4423.75,0.16,2.81,2362.2,308,0.19,0.04,False,False,395,5.04
89706,3.89,645,sandy,0.54,420.36,0.29,4.59,14874.69,414,0.67,0.57,True,False,516,16.34
40646,39.72,2807,sandy,0.0,3046.93,0.49,6.86,2692.95,59,0.56,0.81,False,True,1761,15.45
28738,38.96,990,sandy,0.51,4919.79,0.15,1.56,26838.77,335,0.53,0.78,False,False,4108,38.59
66320,18.48,675,sandy,0.45,707.47,0.18,2.69,4846.97,447,0.96,0.17,False,False,880,44.38
20390,0.9,1493,sandy,0.22,529.38,0.05,1.48,19174.91,175,0.54,0.31,True,False,1569,98.75
42426,22.63,396,clayey,0.89,331.6,0.29,4.28,12386.17,61,0.9,0.17,False,True,4338,23.95
99959,30.58,647,sandy,0.27,4174.59,0.56,8.33,6306.95,261,0.91,0.48,False,False,2137,10.68
16543,17.08,1119,clayey,0.91,1976.09,0.83,0.02,2094.73,90,0.02,0.43,False,False,3052,75.02
22751,11.09,722,sandy,0.59,1911.15,0.04,0.09,28723.45,318,0.58,0.86,True,False,4270,68.26
74281,10.03,3090,sandy,0.86,3082.71,0.52,1.38,3642.42,242,0.79,0.25,False,False,3795,73.42
92771,22.14,1944,sandy,0.08,1366.7,0.55,3.09,11578.74,58,0.59,0.8,True,False,3708,81.37
68659,37.74,1595,clayey,0.34,2456.2,0.96,5.61,21909.45,434,0.27,0.22,False,False,3066,65.48
75846,13.65,2114,clayey,0.19,3772.99,0.15,8.81,26639.21,201,0.21,0.53,False,True,4457,41.61
85312,33.06,667,loamy,0.38,17.32,0.8,4.54,9477.32,136,0.28,0.04,True,False,4977,68.6
24829,13.39,3979,loamy,0.3,4612.99,0.69,1.9,9184.49,176,0.15,0.39,True,False,1071,33.79
36974,34.61,214,loamy,0.85,3606.26,0.44,2.26,2701.7,25,0.25,0.01,True,True,3170,80.08
44412,24.11,2745,clayey,0.1,4419.43,0.28,7.45,10813.74,275,0.38,0.02,False,True,692,98.68
23622,26.64,1653,loamy,0.72,3751.85,0.25,4.72,1858.0,205,0.71,0.34,True,False,2317,72.9
44502,24.02,1053,clayey,0.32,801.5,0.87,3.11,18413.43,171,0.45,0.5,True,False,673,18.57
31594,2.14,3015,sandy,0.43,3179.12,0.32,1.85,18205.53,241,0.47,0.91,True,True,5,93.99
96991,10.29,3096,clayey,0.85,571.6,0.32,7.51,20749.81,294,0.33,0.8,False,False,1578,98.38
35969,13.42,2595,sandy,0.34,3460.84,0.57,4.04,19299.79,192,0.19,0.07,False,False,1735,55.08
61424,11.9,741,loamy,0.0,1903.63,0.06,0.1,1179.93,6,0.45,0.92,True,False,2079,59.02
61682,5.08,1796,sandy,0.92,1283.0,0.7,2.99,28966.55,121,0.27,0.27,True,True,764,34.84
80993,36.94,2980,clayey,0.99,3578.49,0.29,6.15,6465.71,465,0.55,0.76,True,True,1642,36.04
87515,6.05,3445,clayey,0.35,1046.87,0.88,1.68,6656.34,152,0.62,0.84,False,True,23,97.21
15624,7.38,3286,sandy,0.47,4928.05,0.25,5.81,23032.65,328,0.44,0.41,False,True,4277,33.21
55084,6.41,662,sandy,0.42,4333.57,0.69,1.76,4701.74,242,0.79,0.3,True,False,2862,14.92
77063,29.71,638,sandy,0.05,4414.16,0.72,1.69,17641.49,18,0.52,0.91,True,True,3269,97.3
50979,21.83,2942,sandy,0.3,855.04,0.28,1.28,157.0,394,0.5,0.98,True,True,2623,3.42
58784,31.43,1488,sandy,0.05,2310.01,0.5,5.65,19435.55,229,0.54,0.71,False,True,677,91.72
23697,9.91,-43,loamy,0.8,515.86,0.39,2.66,25061.15,216,0.89,0.07,True,False,3808,22.94
80609,20.28,1078,loamy,0.05,306.86,0.26,2.96,22285.09,340,0.43,0.25,False,True,4114,39.89
5791,7.58,107,sandy,0.8,4349.37,0.66,3.88,28797.89,485,0.16,0.72,True,False,1003,58.35
10808,0.85,3451,sandy,0.85,4858.28,0.37,5.02,9703.93,458,0.49,0.38,False,True,2241,48.1
61126,2.75,870,loamy,0.7,3955.55,0.47,7.6,21989.51,238,0.21,0.67,True,True,3430,15.61
91479,18.81,1924,loamy,0.59,1652.53,0.55,3.61,29962.38,153,0.96,0.56,False,True,3741,75.77
67347,26.59,1012,clayey,0.68,2751.67,0.27,6.17,11680.5,353,0.98,0.39,False,False,1738,20.89
8263,31.13,1977,loamy,0.3,510.57,0.02,0.17,27545.59,11,0.23,0.2,True,False,1403,61.95
36458,4.85,2293,loamy,0.36,2671.1,0.17,0.26,21821.96,281,0.45,0.22,False,False,2970,77.67
69946,10.89,2115,loamy,0.93,2764.32,0.27,6.73,14354.41,16,0.16,0.26,False,False,2160,72.65
93526,37.5,-13,sandy,0.32,1786.1,0.57,7.23,6078.76,425,0.06,0.89,False,False,3779,36.94
87167,23.37,3765,sandy,0.28,832.77,0.67,5.05,16376.01,307,0.23,0.33,True,True,3523,63.92
54462,13.34,1157,clayey,0.62,3227.6,0.91,2.59,311.1,332,0.2,0.48,False,True,558,47.27
77861,25.96,2964,loamy,0.04,1326.38,0.39,2.89,4671.7,320,0.77,0.12,False,True,4849,48.54
657,38.92,3261,clayey,0.21,2169.32,0.02,2.0,5119.83,454,0.49,0.5,True,True,992,75.64
63355,1.25,2685,loamy,0.19,4463.86,0.53,6.66,14476.22,95,0.91,0.26,True,False,616,15.94
32160,35.84,2000,sandy,0.87,136.29,0.79,2.74,24436.17,87,0.97,0.15,False,True,4905,11.43
31630,32.89,435,loamy,0.51,3195.87,0.3,4.98,2666.0,74,0.44,0.16,False,True,3437,50.6
84569,26.19,1471,clayey,0.29,3124.83,0.0,5.04,21752.99,305,0.08,0.97,False,True,4035,4.24
61414,1.13,2709,clayey,0.99,3158.08,0.75,5.74,28582.31,488,0.74,0.43,True,True,2833,74.99
95852,19.69,3080,sandy,0.54,2736.1,0.5,4.39,2024.49,108,0.28,0.91,False,True,4906,48.94
94330,0.66,138,sandy,0.14,1670.69,0.97,0.81,23669.08,26,0.15,0.6,False,False,3273,13.03
67293,14.39,3504,loamy,0.55,855.26,0.45,0.51,2620.65,211,0.29,0.27,True,False,2504,9.57
31659,10.07,1133,loamy,0.21,1609.69,0.6,5.27,26040.31,166,0.02,0.24,True,False,4407,90.39
36189,39.69,38,loamy,0.86,1527.49,0.29,6.86,28124.11,107,0.15,0.06,True,True,4924,39.54
54917,8.96,55,loamy,0.44,3574.12,0.4,7.41,29325.6,328,0.24,0.94,True,False,2692,48.41
60211,29.06,1215,clayey,0.84,2908.43,0.16,2.05,11151.55,191,0.45,0.94,False,True,4856,28.92
72940,32.48,257,loamy,0.26,3710.52,0.59,4.44,13095.69,337,0.91,0.66,False,True,822,2.99
61829,7.62,1180,loamy,0.84,1378.18,0.4,4.78,16626.66,424,0.79,0.99,True,False,4850,56.37
17062,8.82,3677,sandy,0.27,731.06,0.94,3.72,18497.32,284,0.75,0.1,False,False,1634,79.98
74233,33.45,379,loamy,0.02,4197.39,0.7,8.98,25983.49,453,0.35,0.67,True,False,4368,64.88
50097,32.11,3817,sandy,0.24,2869.63,0.65,0.91,15630.99,379,0.98,0.9,True,True,3630,10.81
9755,5.08,60,sandy,0.57,2124.69,0.8,1.86,756.72,50,0.92,0.72,False,True,4651,78.27
14824,34.96,3760,clayey,0.81,4676.65,0.97,5.82,29103.75,401,0.25,0.71,True,True,4006,26.95
82517,13.11,-46,clayey,0.73,1201.39,0.14,9.56,25486.35,166,0.9,0.69,True,True,3029,63.2
17558,31.0,3048,sandy,0.09,1023.42,0.88,6.75,23117.35,453,0.24,0.62,True,True,3355,77.72
50943,10.82,2092,sandy,0.82,223.54,0.13,3.56,4332.7,240,0.9,0.09,True,False,4068,83.09
22487,0.96,2847,sandy,0.34,4202.77,0.1,2.84,13756.67,136,0.33,0.27,True,True,4973,25.22
41960,13.9,96,clayey,0.75,2899.33,0.84,9.23,7195.78,9,0.06,0.61,True,True,2359,92.83
93573,17.25,405,loamy,0.41,2635.16,0.81,4.36,15503.5,151,0.27,0.96,True,True,3868,98.0
96909,9.32,3014,sandy,0.62,3104.94,0.32,2.25,7786.92,251,0.03,0.22,False,True,2928,22.35
28721,14.76,1440,loamy,0.27,533.88,0.87,5.28,29317.1,244,0.73,0.06,False,True,3528,0.0
63065,29.67,196,loamy,0.37,1309.87,0.34,4.64,12067.1,498,0.32,0.87,True,False,299,44.4
47108,0.45,3810,clayey,0.81,2247.62,0.75,8.34,22537.99,208,0.99,0.9,True,False,2329,89.89
20215,31.47,950,sandy,0.27,4822.46,0.84,6.88,11632.77,134,0.22,0.39,False,False,818,58.34
28088,36.18,3149,sandy,0.92,4767.21,0.04,9.93,16896.14,365,0.43,0.68,False,True,415,34.73
77716,26.11,2164,sandy,0.64,4229.5,0.71,8.1,20389.41,212,0.29,0.76,False,True,1078,21.91
6002,27.86,1813,clayey,0.79,485.41,0.04,2.25,21316.86,312,0.66,0.05,True,True,1717,54.96
40117,19.78,2886,loamy,0.1,4957.29,0.13,0.01,27475.25,206,0.3,0.99,False,True,3308,81.35
83450,0.28,857,sandy,0.07,2012.09,0.45,1.36,26902.48,306,0.71,0.57,False,True,3356,79.44
15010,29.4,2190,clayey,0.42,957.88,0.55,1.44,26103.59,140,0.18,0.34,False,True,1087,31.31
33502,6.69,-30,loamy,0.92,4249.99,0.37,9.22,24115.98,158,0.49,0.94,True,True,3087,22.0
80139,5.5,2063,sandy,0.26,2122.82,0.37,9.63,8325.2,410,0.46,0.55,False,False,2707,92.61
2615,10.2,1655,sandy,0.98,3856.31,0.25,4.68,12503.06,230,0.21,0.45,True,True,2922,83.73
74956,31.04,1078,sandy,0.64,4376.95,0.22,8.01,15278.97,198,0.37,0.45,True,True,4964,24.04
17047,5.77,3861,clayey,0.43,4121.95,0.06,0.01,5050.43,476,0.28,0.18,False,True,3452,55.12
28892,33.13,3243,clayey,0.48,3241.46,0.22,5.6,7501.43,319,0.62,0.38,True,False,4504,38.73
52475,35.86,74,clayey,0.33,165.67,0.41,8.53,23443.75,169,0.95,0.78,False,False,1621,77.12
45858,30.96,3680,loamy,0.29,3790.33,0.31,4.2,23603.76,492,0.88,0.46,True,True,873,49.54
92244,33.46,2234,clayey,0.98,3983.44,0.89,0.21,5770.52,435,0.71,0.07,False,False,2129,49.18
90882,39.03,2037,sandy,0.78,1370.78,0.44,5.63,2072.29,235,0.33,0.02,False,False,1048,23.89
65413,15.58,3748,loamy,0.93,3659.44,0.07,1.54,22505.62,301,0.11,0.16,False,True,3835,16.28
93851,9.23,1619,sandy,0.74,1044.91,0.52,7.28,29023.67,206,0.84,0.68,False,False,1625,72.67
83240,38.51,3890,loamy,0.01,1053.69,0.68,4.91,14959.6,240,0.86,0.63,False,False,3856,18.46
36562,16.41,1104,sandy,0.46,2044.04,0.1,9.74,25729.49,164,0.69,0.62,True,False,2869,23.53
93486,23.59,1133,loamy,0.02,3591.38,0.63,9.87,21116.05,233,0.5,0.19,True,False,2628,50.49
11870,24.53,2583,sandy,0.28,2199.47,0.81,1.72,8029.32,375,0.86,0.04,False,True,4170,98.54
33120,37.0,2457,clayey,0.86,1092.08,0.22,8.8,5451.29,154,0.75,0.72,False,True,1188,91.2
12311,37.77,3359,sandy,0.01,4411.3,0.67,8.36,1633.47,376,0.97,0.29,False,True,3287,23.54
9907,17.85,1777,loamy,0.62,3300.43,0.18,1.5,21640.08,255,0.77,0.28,False,False,1490,12.93
70659,13.39,3383,loamy,0.23,2616.25,0.58,8.93,6606.95,146,0.09,0.85,True,True,2198,15.39
596,20.62,2589,clayey,0.67,3817.78,0.0,5.76,4359.3,370,0.93,0.93,True,False,2972,17.21
45506,3.44,795,sandy,0.48,4934.67,0.35,1.2,29526.47,11,0.24,0.67,False,True,2407,33.86
78112,26.52,2991,clayey,0.52,1015.87,0.87,0.19,16403.19,345,0.04,0.43,True,True,1887,92.78
91597,21.48,2137,sandy,0.58,4050.07,0.14,7.78,22927.64,361,0.56,0.62,False,False,3667,8.76
20347,12.19,2051,loamy,0.12,2102.96,0.66,8.24,28045.53,341,0.66,1.0,True,False,4162,9.44
29914,6.29,2178,loamy,0.15,1803.73,0.02,8.66,8460.47,341,0.42,0.55,False,False,3285,80.38
15606,19.76,1634,sandy,0.91,3801.48,0.65,9.52,26401.7,369,0.41,0.89,True,True,1423,72.98
68335,8.68,2752,clayey,0.98,335.61,0.95,4.53,12227.95,345,0.2,0.33,False,True,979,27.81
98777,39.0,2521,loamy,0.62,1247.41,0.92,2.29,25493.65,449,0.92,0.75,False,False,2009,39.05
33696,2.46,3453,loamy,0.52,557.26,0.47,4.94,4262.69,226,0.78,0.29,False,False,1459,1.47
78133,3.29,656,loamy,0.92,590.84,0.87,7.29,13341.83,184,0.34,0.6,False,False,746,77.76
78965,39.77,3479,loamy,0.66,4033.25,0.29,6.04,13590.88,82,0.43,0.83,True,True,3255,86.54
59696,33.63,1243,loamy,0.17,2882.92,0.6,6.37,23003.88,452,0.57,0.77,False,True,4977,97.97
6487,17.7,1139,sandy,0.54,3341.67,0.59,9.46,18064.41,373,0.27,0.19,False,False,671,92.4
2368,31.15,296,clayey,0.27,1200.89,0.87,5.78,3929.61,367,0.42,0.3,True,True,3846,99.98
7929,12.15,2723,sandy,0.32,3821.47,0.13,1.41,26021.39,235,0.65,0.82,False,False,1803,57.46
19354,38.82,169,loamy,0.03,4235.24,0.59,8.96,8312.11,429,0.39,0.88,False,True,4111,63.81
43164,19.15,1015,sandy,0.84,2207.58,0.85,5.23,27294.69,424,0.91,0.26,True,True,2466,5.2
16553,9.09,2933,sandy,0.76,769.94,0.58,9.96,672.41,304,0.65,0.19,True,False,164,58.81
11895,36.93,197,loamy,0.68,1590.71,0.88,6.45,20414.26,471,0.08,0.93,True,True,3920,56.78
9691,5.28,566,sandy,0.72,3537.47,0.05,1.49,13429.9,263,0.27,0.36,True,False,2304,2.23
94223,13.91,2593,clayey,0.04,2278.57,0.98,3.35,908.35,148,0.32,0.81,False,True,940,0.13
43489,38.47,3271,clayey,0.73,4751.16,0.8,8.34,11086.51,141,0.28,0.07,False,False,1132,82.92
2441,19.17,482,sandy,0.8,4114.53,0.24,7.41,17332.79,415,0.85,0.51,True,False,4691,0.48
34884,9.81,3806,clayey,0.82,2525.89,0.37,4.4,2968.01,133,0.06,0.24,False,True,1254,34.28
71541,30.76,1225,loamy,0.36,964.39,0.63,7.7,24861.45,396,0.33,0.1,False,False,2810,4.91
9990,38.73,2190,clayey,0.25,1830.85,0.67,4.81,19718.89,463,0.97,0.92,True,True,4473,93.45
87893,35.15,3991,sandy,0.77,903.82,0.77,4.41,23396.29,398,0.09,0.53,False,True,1896,65.16
28662,22.6,3765,clayey,0.82,132.84,0.86,4.81,24998.56,429,0.73,0.39,False,True,114,28.48
7545,15.1,3603,clayey,0.04,2204.16,0.62,7.36,10546.14,40,0.1,0.98,True,False,3509,37.43
7701,24.22,1748,clayey,0.49,1696.13,0.59,4.32,4817.94,183,0.02,0.7,False,True,2753,33.38
71382,1.33,2789,sandy,0.71,3121.17,0.69,1.27,20826.57,175,0.75,0.86,True,False,3730,58.4
92659,27.86,1731,loamy,0.09,382.15,0.4,6.25,5740.79,178,0.53,0.43,True,True,2518,37.17
44286,30.78,3163,loamy,0.24,2385.36,0.33,9.06,12725.14,472,0.27,0.73,False,False,483,16.31
15729,6.3,88,sandy,0.56,3668.9,0.82,1.3,23716.81,250,0.22,0.72,False,False,2891,35.64
22544,6.82,1334,clayey,0.23,4710.8,0.37,8.03,12006.81,256,0.52,0.33,True,False,1182,2.85
59008,23.1,2847,loamy,0.22,1501.48,0.27,2.52,10654.63,140,0.22,0.38,True,False,2956,81.55
83127,21.81,1649,sandy,0.78,1437.52,0.18,2.08,11643.3,170,0.4,0.16,False,False,4311,74.03
28219,34.49,2473,clayey,0.2,464.66,0.27,6.56,1689.68,91,0.14,0.8,True,False,1926,86.04
7856,31.03,3109,sandy,0.5,1554.57,0.89,2.4,21418.9,25,0.19,0.68,False,False,512,52.13
67842,10.74,2654,loamy,0.9,3927.3,0.18,2.59,8430.1,271,0.38,0.57,False,True,3669,9.94
68579,1.36,3063,sandy,0.75,1227.09,0.4,6.9,26180.11,41,0.2,0.47,True,False,4677,63.97
9761,9.29,2458,sandy,0.89,3158.41,0.38,10.0,20429.06,42,0.22,0.42,True,True,217,94.94
13239,8.77,1210,clayey,0.79,4546.82,0.14,0.64,23452.22,376,0.2,0.76,False,True,312,25.71
1583,34.86,1339,loamy,0.96,4957.47,0.99,3.51,24988.17,174,0.88,0.04,True,False,139,81.84
43500,5.75,3343,sandy,0.86,662.26,0.98,4.36,16467.52,389,0.81,0.49,False,True,1230,11.18
99548,9.55,2740,loamy,0.63,1038.49,0.72,5.6,6489.81,344,0.24,0.94,True,False,892,34.3
59149,28.46,2531,sandy,0.96,1671.4,0.53,0.36,9381.87,371,0.91,0.75,True,False,4385,41.97
16676,12.65,3680,sandy,0.42,767.68,0.52,5.81,25532.0,259,0.35,0.54,False,False,3572,48.45
81322,22.67,2143,clayey,0.04,1507.77,0.88,1.25,24101.84,116,0.78,1.0,False,True,2694,32.0
10638,20.9,2326,clayey,0.93,1314.14,0.04,1.46,8401.56,149,0.81,0.82,True,True,1802,38.34
41253,24.62,3704,sandy,0.91,2099.17,0.23,1.4,142.09,328,0.49,0.86,False,True,2191,45.66
87346,26.69,2232,loamy,0.8,4771.64,0.12,3.88,18224.27,183,0.49,0.9,False,False,761,98.33
69875,35.9,2630,clayey,0.77,2725.59,0.6,7.51,28939.75,97,0.1,0.13,True,True,1395,33.22
45469,10.81,2826,clayey,0.59,1302.09,0.15,9.67,5765.63,356,0.9,0.57,False,False,4822,99.52
87223,38.41,297,clayey,0.5,2509.6,0.94,8.61,704.67,358,0.89,0.31,True,True,4404,66.77
75242,33.41,107,sandy,0.13,4525.9,0.59,8.73,525.28,326,0.51,0.77,True,False,4825,33.72
28860,27.87,376,loamy,0.17,4646.79,0.07,4.38,24337.39,286,0.92,0.97,True,False,2304,2.04
65269,4.82,3497,sandy,0.33,1444.31,0.63,3.47,22486.24,251,0.69,0.82,True,True,1990,95.54
9134,17.3,93,sandy,0.45,2153.47,0.3,7.0,5792.75,365,0.11,0.82,True,True,4085,9.4
63621,17.27,3170,sandy,0.86,433.12,0.17,0.35,9180.57,388,0.48,0.34,True,False,4486,11.42
15928,9.44,356,sandy,0.84,2224.19,0.3,6.47,25040.67,267,0.94,0.43,True,False,2374,46.29
65295,39.2,2787,sandy,0.99,4568.75,0.65,5.69,20146.57,29,0.07,0.17,False,True,3855,95.98
53194,22.34,918,sandy,0.53,1051.79,0.96,4.32,21437.17,211,0.42,0.55,True,False,1428,7.18
